,X1,X2,X3,X4,frequency
palo alto gunn milpitas,palo,alto,gunn,milpitas,2
palsy autism developmental disabilities,palsy,autism,developmental,disabilities,2
pambiness pussyfooting yeah hes,pambiness,pussyfooting,yeah,hes,2
panama may frustrate type,panama,may,frustrate,type,2
papers donated emory university,papers,donated,emory,university,2
par likes mcdonalds amazoncom,par,likes,mcdonalds,amazoncom,2
parallel world talking animals,parallel,world,talking,animals,2
parent training employment services,parent,training,employment,services,2
paring number precincts since,paring,number,precincts,since,2
park residents like karen,park,residents,like,karen,2
park�s finances fiscal mess,park�s,finances,fiscal,mess,2
parker road east iliff,parker,road,east,iliff,2
parkway phoenix ages wwwphoenixzooorg,parkway,phoenix,ages,wwwphoenixzooorg,2
parma move thats right,parma,move,thats,right,2
parma school board member,parma,school,board,member,2
parole dates wastes money,parole,dates,wastes,money,2
part chinas population controls,part,chinas,population,controls,2
part draw years captured,part,draw,years,captured,2
part mile square city,part,mile,square,city,2
part worlds biggest steelmaking,part,worlds,biggest,steelmaking,2
participant kucinichs tuesday meeting,participant,kucinichs,tuesday,meeting,2
participate meetings kiley cook,participate,meetings,kiley,cook,2
participate sports require frequent,participate,sports,require,frequent,2
participating holiday events involving,participating,holiday,events,involving,2
particular topic topics included,particular,topic,topics,included,2
parties labor kadima yesh,parties,labor,kadima,yesh,2
parties ruled partnership likud,parties,ruled,partnership,likud,2
parting fraction dollars dining,parting,fraction,dollars,dining,2
partner coauthor passion particular,partner,coauthor,passion,particular,2
parttime employees election days,parttime,employees,election,days,2
party make endorsements week,party,make,endorsements,week,2
pas early days inmates,pas,early,days,inmates,2
paseo de la princesa,paseo,de,la,princesa,2
pashto hear american departure,pashto,hear,american,departure,2
passed closer earth usual,passed,closer,earth,usual,2
passed house unanimously today,passed,house,unanimously,today,2
passengers buy service wifi,passengers,buy,service,wifi,2
passengers fainted aboard american,passengers,fainted,aboard,american,2
passes seemed yards overthrown,passes,seemed,yards,overthrown,2
passing strange radio golf,passing,strange,radio,golf,2
passion artistry skill drama,passion,artistry,skill,drama,2
passion particular topic topics,passion,particular,topic,topics,2
past giving living honoree,past,giving,living,honoree,3
past two years hospital,past,two,years,hospital,2
past years technology improved,past,years,technology,improved,2
patch farms none dedication,patch,farms,none,dedication,2
pathogen fresh produce especially,pathogen,fresh,produce,especially,2
patients company stemsave company,patients,company,stemsave,company,2
patients considered viable candidates,patients,considered,viable,candidates,2
patients means fewer go,patients,means,fewer,go,2
patrol called necessary evil,patrol,called,necessary,evil,2
paul ahler maricopa county,paul,ahler,maricopa,county,2
paul lazar seven years,paul,lazar,seven,years,2
paused now gardener capital,paused,now,gardener,capital,2
pavelski logan couture marleau,pavelski,logan,couture,marleau,2
pay anywhere percent construction,pay,anywhere,percent,construction,2
pay square foot straightforward,pay,square,foot,straightforward,2
paying large dollars twilight,paying,large,dollars,twilight,2
payrolls across nation allentown,payrolls,across,nation,allentown,2
peace music celebrated power,peace,music,celebrated,power,2
pedigree — think annapolis,pedigree,—,think,annapolis,2
peeves hopes share us,peeves,hopes,share,us,2
pelican bay inmate hunger,pelican,bay,inmate,hunger,2
penalties fine possible sentence,penalties,fine,possible,sentence,2
penn aware power wield,penn,aware,power,wield,2
pennsylvania rhode island north,pennsylvania,rhode,island,north,2
people ages children carried,people,ages,children,carried,2
people attuned full consequences,people,attuned,full,consequences,2
people basically pollute mailbox,people,basically,pollute,mailbox,2
people continually surprised find,people,continually,surprised,find,2
people dont use internet,people,dont,use,internet,2
people dont want spending,people,dont,want,spending,2
people experiencing things let,people,experiencing,things,let,2
people health insurance pay,people,health,insurance,pay,2
people minaj said got,people,minaj,said,got,2
people small families retired,people,small,families,retired,2
people take metabolic syndrome,people,take,metabolic,syndrome,2
people think says im,people,think,says,im,2
people want expand move,people,want,expand,move,2
people written let know,people,written,let,know,2
per serving calories g,per,serving,calories,g,3
per year house assessed,per,year,house,assessed,2
percent — released wednesday,percent,—,released,wednesday,2
percent companys revenue percent,percent,companys,revenue,percent,2
percent construction value project,percent,construction,value,project,2
percent given variety carry,percent,given,variety,carry,2
percent income recent quarter,percent,income,recent,quarter,2
percent increase health insurance,percent,increase,health,insurance,2
percent make terror return,percent,make,terror,return,2
percent people take metabolic,percent,people,take,metabolic,2
percent trillion yen billion,percent,trillion,yen,billion,2
percentage passengers buy service,percentage,passengers,buy,service,2
perfect scores reading math,perfect,scores,reading,math,2
perfect squarefoot garden peas,perfect,squarefoot,garden,peas,2
perfectly done arancini risotto,perfectly,done,arancini,risotto,2
performance creating robust portfolio,performance,creating,robust,portfolio,2
performance standards district officials,performance,standards,district,officials,2
performed experiment months years,performed,experiment,months,years,2
performed year shifting new,performed,year,shifting,new,2
perhaps time enough complications,perhaps,time,enough,complications,2
permanent teeth baby teeth,permanent,teeth,baby,teeth,2
permission hold weekend interfere,permission,hold,weekend,interfere,2
persistent fears job loss,persistent,fears,job,loss,2
person department hires additional,person,department,hires,additional,2
person seen possessing open,person,seen,possessing,open,2
personal attention graduate said,personal,attention,graduate,said,2
personal tweets sprinklings funny,personal,tweets,sprinklings,funny,2
personality said carolina gonzalez,personality,said,carolina,gonzalez,2
personally reminded anaheim wouldn’t,personally,reminded,anaheim,wouldn’t,2
personnel manager midsized business,personnel,manager,midsized,business,2
pesky deputy sheriff keith,pesky,deputy,sheriff,keith,3
pestilence famine bacteria neglect,pestilence,famine,bacteria,neglect,2
pet peeves hopes share,pet,peeves,hopes,share,2
peter collier served companys,peter,collier,served,companys,2
peter oyloe kjell —,peter,oyloe,kjell,—,2
peterson stopped campaigning change,peterson,stopped,campaigning,change,2
peterson’s bail posted —,peterson’s,bail,posted,—,2
petersons advances shut companys,petersons,advances,shut,companys,2
petrinos repeated failures disclose,petrinos,repeated,failures,disclose,2
petroleum engineer drilling safety,petroleum,engineer,drilling,safety,2
petty snarky years driving,petty,snarky,years,driving,2
pg rating young lyra,pg,rating,young,lyra,2
philadelphia making push coach,philadelphia,making,push,coach,2
philip pullmans fantasy novel,philip,pullmans,fantasy,novel,2
philosophies aligned many reform,philosophies,aligned,many,reform,2
philosophizing falls affable soulfulness,philosophizing,falls,affable,soulfulness,2
phoenix north broke state,phoenix,north,broke,state,2
phoenix zoo n galvin,phoenix,zoo,n,galvin,2
phoenix zoo ring snow,phoenix,zoo,ring,snow,2
phone conference september flew,phone,conference,september,flew,2
photographs goofing around said,photographs,goofing,around,said,2
phrasemaker made soughtafter speaker,phrasemaker,made,soughtafter,speaker,2
physical emotional abuse daily,physical,emotional,abuse,daily,2
picchu became international sensation,picchu,became,international,sensation,2
piccola took heat throwing,piccola,took,heat,throwing,2
picked worst option since,picked,worst,option,since,2
picks play franchise wont,picks,play,franchise,wont,2
pie open dinner lunch,pie,open,dinner,lunch,2
pig along beach volleyball,pig,along,beach,volleyball,2
pike route winterthur information,pike,route,winterthur,information,3
piles cardcarrying members national,piles,cardcarrying,members,national,3
pilot drop jets oxygen,pilot,drop,jets,oxygen,2
pilot error fault air,pilot,error,fault,air,2
pine time lost step,pine,time,lost,step,2
pipeline shortterm victory environmentalists,pipeline,shortterm,victory,environmentalists,2
pismo beach south point,pismo,beach,south,point,2
pitchers can give us,pitchers,can,give,us,2
pitching santa fe sport,pitching,santa,fe,sport,2
pivot become free agent,pivot,become,free,agent,2
pivotal game dallas trail,pivotal,game,dallas,trail,2
pizza mushroom ravioli briochecrusted,pizza,mushroom,ravioli,briochecrusted,2
place csus main classroom,place,csus,main,classroom,2
placed outside family home,placed,outside,family,home,2
placed pressure allow games,placed,pressure,allow,games,2
placement teenagers adults syndrome,placement,teenagers,adults,syndrome,2
places house precincts city,places,house,precincts,city,2
plagiarism affair first revealed,plagiarism,affair,first,revealed,2
plainfield mantra curling olympic,plainfield,mantra,curling,olympic,2
plainsboro — township girl,plainsboro,—,township,girl,2
plan embracing proposal put,plan,embracing,proposal,put,2
plan vote just hours,plan,vote,just,hours,2
plane landed dusk hopped,plane,landed,dusk,hopped,2
planes us navy though,planes,us,navy,though,2
planned later month baghdad,planned,later,month,baghdad,2
planned say convention speaking,planned,say,convention,speaking,2
planned sequel subtle knife,planned,sequel,subtle,knife,2
plans found online looks,plans,found,online,looks,2
